temperature,humidity,pressure,wind_speed,thunderstorm
39.31,40.12,997.12,26.1,1
31.76,86.96,1002.16,9.68,1
30.43,98.13,1016.79,27.68,1
39.0,69.82,1001.96,24.45,1
31.82,79.83,1018.64,3.12,0
27.07,66.41,1006.12,26.82,0
20.4,45.85,1008.25,13.08,0
23.3,90.79,991.58,19.54,1
26.53,81.64,995.26,12.74,1
20.38,57.11,1004.97,8.4,0
23.39,77.75,1009.09,20.96,0
22.43,60.6,1018.04,20.64,0
22.13,55.77,1014.14,15.37,0
37.17,58.82,990.6,13.46,1
36.67,58.48,1012.1,5.58,0
34.53,60.72,997.99,28.61,1
33.13,89.19,1009.42,11.03,0
38.11,90.39,1011.02,20.47,1
27.56,79.63,1013.57,10.4,0
32.31,56.26,1018.39,23.25,0
27.26,52.96,1001.92,29.33,0
26.14,59.71,999.3,13.57,0
22.44,65.88,1012.38,7.3,0
27.22,72.32,1000.86,13.35,0
22.24,99.38,1014.88,20.23,0
31.09,94.99,1006.21,7.44,0
37.01,82.06,1003.97,23.93,1
22.26,78.43,1000.78,12.39,1
21.36,87.23,1017.18,14.44,0
36.92,56.15,1004.73,2.8,0
21.15,40.01,992.23,21.66,0
36.17,83.74,1013.13,22.17,1
36.14,73.64,1015.19,23.85,0
34.66,63.68,1018.88,29.59,0
26.76,72.39,1011.55,16.06,0
39.84,83.06,1011.47,21.95,1
24.21,89.92,1012.86,9.37,0
32.38,82.44,1006.19,11.84,0
39.06,74.46,1012.91,28.68,0
33.99,75.26,998.53,24.23,1
28.11,53.07,1013.02,29.4,0
32.78,45.92,994.67,21.36,1
23.89,74.05,1015.97,17.21,0
35.43,97.6,994.91,23.06,1
25.47,43.72,1007.21,26.36,0
26.02,97.62,1007.5,16.66,0
33.38,85.87,995.79,10.22,1
29.31,53.68,1002.2,7.97,0
29.58,92.68,1007.53,27.62,1
30.55,50.57,1014.59,20.93,0
28.26,94.33,996.84,13.8,1
35.08,66.38,994.55,28.07,1
30.09,89.0,990.56,5.53,1
25.41,65.9,1006.06,13.7,0
22.12,47.99,1003.29,7.55,0
31.04,77.64,995.85,27.57,1
26.79,44.78,998.97,14.98,0
27.52,48.77,1007.05,3.16,0
27.86,60.62,1015.91,18.43,0
24.97,52.13,993.33,15.28,0
23.75,83.8,1004.43,27.33,1
32.59,48.92,999.2,5.91,0
29.35,55.09,1004.07,3.6,0
29.44,67.99,997.97,16.74,1
31.45,45.6,1004.82,24.64,1
20.66,65.65,1014.78,28.01,0
30.37,71.24,994.53,9.35,0
35.19,40.5,1014.18,11.72,0
38.17,67.65,997.69,11.79,0
38.99,42.84,1001.05,18.34,1
25.33,68.61,993.2,16.81,0
38.64,85.24,1018.62,3.22,0
20.38,75.03,1000.28,14.18,1
21.7,79.06,1015.42,16.19,0
24.17,79.84,1011.63,14.61,0
24.45,92.66,1012.48,7.02,0
23.6,92.24,996.75,3.75,0
22.49,64.0,995.14,25.81,0
38.23,81.0,991.94,10.36,1
29.61,99.38,1013.82,3.8,0
35.16,76.96,1003.21,27.7,1
23.81,98.7,1006.44,20.09,0
20.93,51.81,1009.66,23.08,0
34.53,53.4,996.39,8.91,0
32.71,83.11,1005.86,14.4,1
25.05,64.85,1019.01,22.52,0
22.09,60.49,1017.4,22.08,0
31.93,81.43,1018.63,28.92,1
28.4,89.26,1002.71,12.75,1
27.54,49.28,1004.42,9.03,0
32.03,96.15,1003.7,19.52,1
35.57,50.59,1014.98,19.22,0
27.07,80.5,997.95,20.25,1
26.95,60.27,997.2,25.54,0
36.45,48.92,1003.1,3.52,0
39.37,81.11,999.99,5.59,1
23.68,69.28,994.56,24.7,0
26.11,43.75,1017.72,21.48,0
37.53,48.9,1003.79,16.84,1
25.88,69.08,994.47,2.22,0
39.83,82.59,1003.94,20.55,1
25.71,79.39,1016.53,8.87,0
33.67,46.97,1001.78,23.76,1
35.39,61.37,1001.58,27.62,1
39.97,96.4,1011.7,20.24,1
26.43,48.04,990.44,6.35,0
25.6,45.77,1003.84,18.32,0
34.86,40.29,1000.86,26.62,1
22.21,63.31,998.92,15.27,0
24.94,41.44,1019.44,29.37,0
28.98,51.42,1013.96,10.45,0
30.19,68.99,1000.96,8.09,0
23.84,87.27,994.4,29.12,1
27.95,53.46,1011.64,26.01,0
37.84,46.61,1009.28,3.66,0
33.1,66.74,994.65,3.89,0
34.01,56.55,1015.01,29.52,0
24.89,54.74,1008.29,16.4,0
27.56,41.0,998.27,20.99,0
31.63,57.92,1011.77,17.53,0
38.17,88.82,996.99,28.97,1
26.41,83.49,995.55,14.3,1
31.92,45.87,990.88,19.14,1
25.97,89.74,1004.79,4.93,0
37.5,79.98,1019.98,21.85,1
38.8,47.29,1014.17,11.07,0
25.97,79.29,1019.78,20.82,0
35.73,81.4,1000.01,24.3,1
21.67,97.02,1007.41,27.89,0
23.29,71.35,1010.96,8.6,0
33.01,89.59,1018.54,3.55,0
27.86,69.5,1003.79,22.45,0
20.4,53.48,1002.26,9.63,0
22.24,72.86,1000.41,25.22,0
31.51,63.01,1009.77,9.83,0
32.15,55.34,996.19,10.14,0
22.63,86.17,1012.59,20.65,0
26.15,59.47,1005.74,2.01,0
23.94,52.11,1011.54,8.48,0
26.08,52.2,1017.56,22.1,0
23.29,67.88,998.46,16.48,0
29.53,59.32,1010.89,11.41,0
28.21,88.95,992.33,3.48,1
32.15,96.78,1013.99,25.33,1
22.07,93.41,997.32,4.49,0
26.04,58.58,1018.72,9.86,0
34.81,75.77,1006.54,13.97,1
29.77,61.66,1007.88,17.41,0
35.11,65.66,999.45,16.05,1
25.9,75.02,1003.31,12.98,1
26.59,64.32,1012.67,6.88,0
28.7,41.54,1004.22,26.66,1
28.24,47.89,1010.79,16.97,0
38.08,76.24,991.78,29.81,1
38.94,74.92,1011.0,5.98,0
28.93,56.57,1019.35,25.21,0
26.8,87.0,997.89,8.93,0
23.25,66.9,1013.55,22.86,0
35.37,71.05,1012.7,29.88,0
31.32,82.79,1015.03,8.35,0
33.17,87.11,1012.52,15.05,1
36.3,62.96,1001.72,14.24,1
38.1,73.41,1008.56,20.98,0
35.87,91.84,996.49,27.14,1
30.6,51.63,1019.25,22.84,0
24.13,92.8,995.43,14.83,1
24.54,97.21,998.13,5.06,0
30.71,61.72,1013.74,3.14,0
30.41,53.83,1015.47,3.69,0
31.83,71.17,1010.61,14.59,0
30.49,51.01,1009.97,21.27,0
25.24,53.9,1006.75,6.05,0
34.28,55.51,1003.18,26.82,1
32.44,91.62,1018.3,29.01,1
21.53,80.58,1019.58,23.94,0
22.25,67.73,1000.12,16.32,0
28.85,50.41,1000.1,5.51,0
29.36,62.72,1013.3,24.54,0
35.94,65.74,995.22,18.26,1
28.85,50.09,997.04,25.0,1
32.34,78.67,1001.52,10.18,1
36.04,51.13,1009.73,16.99,0
36.83,70.7,996.86,23.81,1
35.54,73.07,995.47,6.92,0
26.4,82.54,997.22,20.23,1
25.36,47.09,995.94,25.7,0
35.14,54.7,1002.24,4.82,0
27.38,87.11,1016.27,12.05,0
38.28,78.17,1001.8,20.99,1
23.62,42.97,1004.77,7.0,0
20.74,50.99,997.28,8.1,0
33.79,69.25,1013.33,18.74,0
35.5,54.64,1002.9,26.12,1
29.37,75.23,998.74,12.25,1
20.61,94.14,1015.4,8.53,0
29.72,67.25,1006.66,27.2,0
32.2,62.87,999.23,2.45,0
25.18,78.13,1017.61,3.81,0
38.79,56.58,1003.81,10.13,0
21.76,45.02,1017.41,7.34,0
24.14,77.35,1005.32,2.49,0
28.03,45.17,1017.93,4.92,0
29.76,64.6,1005.3,15.89,0
36.49,50.81,996.19,5.62,0
29.14,75.39,1000.42,13.66,1
30.48,84.76,1003.89,24.33,1
36.29,58.97,1002.84,26.74,1
24.1,84.44,994.04,18.79,1
28.52,41.2,991.79,2.51,0
34.29,86.22,990.82,10.57,1
25.95,80.56,1011.56,26.56,0
24.21,76.93,995.9,11.35,0
30.46,59.05,1007.78,15.9,0
31.02,90.3,1005.79,28.68,1
20.52,60.02,1017.23,9.38,0
27.12,52.77,1013.67,8.74,0
21.28,75.61,993.6,4.07,0
36.88,84.73,998.66,5.29,1
35.59,82.66,992.93,27.67,1
28.53,64.4,1012.51,23.91,0
35.85,73.67,1007.92,9.65,0
31.74,90.67,999.85,27.14,1
39.8,81.07,1004.46,20.52,1
30.59,94.75,994.55,27.99,1
35.03,93.5,1005.94,27.62,1
27.2,70.15,1015.17,25.69,0
33.19,41.18,1008.76,14.48,0
37.9,59.49,1018.24,13.97,0
20.08,71.04,1003.36,8.87,0
37.47,82.12,1003.18,10.79,1
30.44,84.93,992.97,24.99,1
22.55,91.64,1007.78,8.34,0
22.27,48.75,1006.96,23.04,0
34.97,56.15,1008.97,27.3,0
28.2,76.77,1003.81,5.67,1
35.97,74.48,990.05,11.93,0
24.71,76.27,1019.39,2.22,0
22.21,96.24,994.05,7.64,0
21.66,40.54,1002.79,17.21,0
29.27,71.23,998.92,5.59,0
39.97,89.57,1014.77,6.74,0
39.13,56.85,994.68,10.1,0
21.68,48.75,1011.31,17.17,0
22.3,67.49,1014.69,5.93,0
23.73,56.67,991.73,2.03,0
31.59,87.62,1017.06,21.39,1
39.8,50.86,1004.91,23.46,1
22.94,46.16,999.13,25.9,0
20.59,42.05,991.67,17.53,0
22.89,63.26,1006.45,11.76,0
39.25,53.12,1017.09,2.71,0
21.16,67.04,1013.96,2.54,0
38.97,95.93,1015.29,9.08,0
28.83,45.82,1003.49,27.96,1
23.54,56.88,1005.06,16.25,0
27.81,55.45,1005.96,6.61,0
29.49,84.78,1007.86,12.6,1
29.06,42.49,1011.74,11.16,0
27.44,86.81,1018.48,18.88,0
26.53,74.0,998.19,27.64,0
25.41,88.59,1006.77,27.77,0
38.4,42.25,1012.82,4.46,0
27.47,58.73,1014.08,22.25,0
25.57,74.16,1003.61,25.48,0
33.25,77.3,1009.62,15.38,1
39.49,57.9,1014.76,6.5,0
20.18,51.03,994.67,19.1,0
32.02,91.83,1002.67,28.45,1
25.83,84.0,1004.31,22.13,1
20.54,84.28,1016.32,14.72,0
20.2,58.51,992.67,18.09,0
33.14,46.1,1004.4,13.42,1
39.62,69.7,1005.88,24.08,0
22.32,74.13,1015.69,25.79,0
20.85,58.87,1002.24,4.5,0
36.2,95.4,996.01,5.65,1
36.67,81.35,1012.82,22.69,1
30.68,64.74,1002.89,19.81,1
36.53,75.05,1019.43,20.98,1
32.37,49.37,1003.91,26.89,1
21.74,86.29,1013.5,22.89,0
30.23,82.33,1006.08,26.44,1
28.36,65.46,1002.75,4.12,0
26.12,65.34,991.24,5.98,0
27.0,87.71,1017.03,22.04,0
23.61,76.59,1018.42,25.8,0
36.43,96.56,992.97,11.86,1
22.36,93.81,1011.95,7.35,0
25.05,83.75,1009.62,2.13,0
35.84,56.97,1015.99,29.02,0
34.73,67.16,996.87,20.83,1
25.05,60.86,1011.56,22.73,0
34.17,89.44,1012.75,24.99,1
26.08,46.39,1008.49,10.65,0
21.18,46.82,1017.2,15.49,0
23.65,85.27,1013.51,27.47,0
34.9,47.73,1001.56,15.09,1
22.69,90.82,1007.07,22.0,0
23.39,91.99,1000.21,11.85,0
33.29,75.61,1012.0,14.43,1
30.82,53.03,1003.33,7.6,0
25.4,76.25,1018.37,10.85,0
25.04,52.64,995.26,25.36,0
20.15,93.69,1000.78,11.39,0
26.92,73.03,998.31,13.96,0
21.1,43.03,1012.31,27.74,0
21.63,80.14,1007.5,12.25,0
22.93,72.44,996.95,18.47,0
39.68,64.96,1011.5,11.76,0
30.28,80.1,1018.47,5.37,0
36.64,73.32,1009.1,13.68,0
35.3,55.07,1003.63,16.79,1
24.97,95.37,1009.22,13.02,0
25.43,41.6,990.52,12.22,0
36.2,57.49,1004.92,19.41,1
22.6,66.55,1008.09,6.1,0
22.99,41.19,1014.14,6.53,0
32.68,87.0,1013.16,4.87,0
31.13,53.79,993.16,28.23,1
37.44,51.42,1019.77,24.24,0
25.31,50.28,1012.28,21.95,0
32.85,77.55,1010.73,12.15,1
31.34,76.57,993.95,11.57,1
33.02,58.6,999.63,4.45,0
36.43,69.96,1016.16,26.54,0
35.18,56.01,1010.94,22.0,0
39.47,53.85,991.68,9.08,0
27.91,42.57,1019.57,11.54,0
21.83,66.4,991.36,20.12,0
31.42,57.04,1010.43,6.5,0
36.17,42.05,997.05,10.6,0
26.98,40.78,1006.99,9.91,0
25.93,93.97,992.17,10.88,0
32.14,52.59,1010.63,18.44,0
24.95,93.62,1009.63,17.76,0
27.33,83.38,1018.2,13.31,0
20.91,64.85,1015.18,19.88,0
21.74,47.83,1000.31,19.12,0
34.73,92.42,1000.05,2.91,1
38.0,47.05,1016.73,20.87,0
36.74,87.58,1001.57,2.74,1
31.69,94.6,1012.79,15.51,1
29.3,53.25,1014.96,29.31,0
25.58,44.68,1019.26,28.65,0
37.34,66.65,1011.25,15.65,0
22.51,84.23,999.67,18.94,1
26.9,87.72,990.18,6.02,0
29.58,82.53,1016.92,11.22,0
26.87,56.7,995.19,13.55,0
31.24,99.14,993.69,26.1,1
35.38,74.03,1004.3,19.57,1
26.95,46.65,1000.5,10.16,0
29.25,56.05,994.69,3.49,0
31.47,56.94,995.17,18.58,1
37.78,66.86,1019.25,3.58,0
28.74,97.06,1019.05,12.45,1
30.19,40.73,1012.6,17.64,0
37.45,69.4,1019.45,14.84,0
21.86,43.07,1014.22,17.19,0
35.53,53.7,994.57,16.42,1
24.67,93.33,995.38,17.71,1
27.6,77.66,1019.54,22.55,0
20.34,66.86,995.96,6.95,0
24.78,64.18,993.46,25.28,0
21.42,70.81,1000.82,28.07,0
30.8,64.46,992.68,10.96,0
34.29,42.42,1011.79,17.89,0
36.53,50.89,1011.04,25.17,0
24.67,52.61,1011.57,20.12,0
30.52,43.31,1012.35,8.16,0
25.3,65.57,1007.06,17.53,0
25.78,59.58,993.15,11.13,0
32.18,53.59,1008.15,18.25,0
24.94,44.47,1018.21,19.17,0
32.36,92.21,990.66,24.82,1
25.33,63.63,1007.74,24.67,0
25.79,79.56,1011.01,25.4,0
24.71,42.21,1015.8,4.28,0
32.49,88.78,993.43,7.15,1
30.42,86.4,1017.7,25.92,1
25.27,54.49,1010.49,17.47,0
23.13,65.12,1003.31,24.58,0
23.85,66.21,1012.77,6.07,0
29.99,95.97,1011.54,15.95,1
29.32,40.81,1019.66,27.65,0
24.11,61.54,1002.94,5.97,0
23.49,67.02,995.03,22.68,0
21.66,88.86,1016.92,5.56,0
39.5,70.02,998.18,25.09,1
29.16,64.97,991.37,28.37,1
22.98,81.43,992.0,5.13,0
25.92,82.25,998.85,8.67,0
31.72,65.53,998.52,16.7,1
34.28,92.92,1010.46,24.95,1
23.02,43.76,998.42,21.47,0
34.37,75.98,1005.17,17.89,1
38.63,47.36,1008.73,12.33,0
24.07,84.69,1019.46,9.23,0
29.07,46.5,1011.71,12.69,0
30.18,69.94,992.42,3.31,0
31.08,91.75,1003.39,20.94,1
21.57,78.35,1012.77,3.89,0
27.12,83.51,1015.97,3.19,0
35.53,44.56,1001.37,3.82,0
32.06,45.51,1007.51,6.21,0
23.35,46.25,1018.35,9.0,0
22.28,95.78,1017.68,2.33,0
35.17,86.87,1018.89,13.03,1
33.03,70.0,1018.66,26.73,0
23.6,56.61,990.19,29.47,0
28.61,76.05,1004.38,23.84,1
29.02,75.07,1014.15,18.09,1
28.81,56.15,1011.68,20.81,0
25.95,49.66,1005.87,14.3,0
20.81,84.71,997.75,18.16,1
33.59,67.81,995.37,10.81,0
27.85,95.57,1000.35,4.5,0
23.71,42.62,991.89,23.06,0
36.68,60.48,1013.26,11.03,0
27.37,68.39,990.43,7.2,0
31.43,91.36,1011.6,15.06,1
36.42,79.69,1004.22,28.21,1
33.93,96.42,1010.69,20.21,1
30.98,82.95,1004.86,10.2,1
28.64,99.87,1005.18,7.84,0
21.14,97.23,1002.28,26.4,1
27.6,81.83,1019.55,13.39,0
21.64,87.17,1008.48,12.5,0
27.92,56.06,998.72,11.4,0
36.56,56.14,1015.72,13.26,0
27.58,89.61,1003.23,2.91,0
26.95,98.46,1014.44,5.62,0
26.67,96.15,1002.65,23.15,1
26.95,62.67,995.11,19.73,0
34.68,53.58,1001.2,15.46,1
38.3,71.29,1004.13,17.91,1
23.48,53.7,1013.18,4.28,0
35.51,51.31,1004.57,4.28,0
31.19,95.51,1011.44,27.52,1
30.12,50.86,996.21,23.89,1
37.19,71.58,1003.06,23.39,1
22.62,68.39,1001.86,18.02,0
27.31,65.75,1015.62,25.18,0
39.94,79.49,1011.69,25.9,1
25.64,89.55,1015.22,19.27,0
34.36,52.95,1018.2,13.45,0
38.52,54.89,1016.25,23.54,0
36.43,87.21,1002.44,25.42,1
25.63,47.52,1002.01,19.25,0
21.32,42.46,1004.48,21.98,0
31.21,47.75,1002.91,16.92,1
32.15,76.14,1013.08,15.02,1
39.77,41.52,1010.54,13.75,0
25.2,85.62,1014.34,5.35,0
23.25,57.34,1012.89,27.37,0
32.71,55.92,998.75,9.74,0
36.36,84.78,995.82,17.56,1
37.09,53.87,1015.14,14.85,0
26.19,99.11,995.7,29.55,1
38.31,66.61,990.67,23.4,1
26.33,84.35,1015.02,22.76,0
22.34,92.49,1017.74,24.78,0
31.37,92.65,1001.83,12.22,1
25.4,66.1,1015.53,14.94,0
31.02,96.14,1013.87,13.11,1
32.28,87.15,1017.63,4.47,0
37.58,90.43,1013.37,6.69,0
24.96,76.51,1009.23,5.36,0
28.3,70.38,991.62,27.82,1
26.64,85.33,990.15,21.1,1
23.62,98.78,990.49,7.4,0
27.74,46.65,1017.51,20.65,0
29.79,42.19,1016.53,10.37,0
34.83,65.07,993.21,25.79,1
35.92,80.83,1006.69,6.83,0
32.05,60.51,995.98,22.2,1
23.56,90.52,993.66,26.39,1
31.99,60.02,1006.74,16.61,0
37.27,70.09,1007.69,27.82,0
33.37,91.3,1005.15,5.12,0
31.54,63.21,1019.59,25.24,0
22.13,60.07,991.17,19.31,0
39.78,43.52,999.04,13.14,1
30.81,76.15,990.48,18.26,1
26.78,86.01,992.19,21.91,1
25.19,52.74,991.6,19.96,0
32.22,43.14,994.34,25.49,1
29.45,83.54,1009.29,2.0,0
29.36,64.35,1015.18,28.7,0
28.35,52.62,992.8,6.83,0
31.43,41.96,997.46,24.0,1
39.23,41.81,993.81,18.16,1
28.43,77.59,1017.18,15.05,1
31.85,67.58,999.31,10.38,0
34.11,62.95,1009.67,21.6,0
32.18,68.85,1014.97,3.7,0
38.15,74.24,1009.31,21.75,0
37.1,62.84,1002.71,3.85,0
26.47,69.69,1002.21,7.46,0
27.98,40.28,1002.02,24.6,0
24.44,82.85,1010.56,11.32,0
28.57,89.59,1012.07,9.07,0
33.4,41.62,1019.95,5.95,0
27.06,96.97,1013.69,8.77,0
30.86,89.05,1000.56,11.71,1
21.55,72.07,1011.26,28.91,0
37.99,85.23,995.68,6.07,1
36.02,60.29,1019.15,8.46,0
28.52,97.4,1012.2,8.23,0
20.48,42.1,1011.35,28.04,0
33.38,85.78,1007.28,18.29,1
39.87,74.37,1018.66,16.57,0
38.11,47.29,1006.38,24.44,0
37.47,63.46,1019.59,3.09,0
24.66,77.22,991.92,29.81,1
28.18,74.95,997.95,4.7,0
39.68,60.67,991.12,20.39,1
30.45,69.34,999.64,22.96,1
29.89,40.05,1011.39,16.49,0
32.82,85.77,996.1,3.78,1
28.57,63.21,1017.36,16.39,0
33.74,92.16,998.85,24.01,1
25.4,68.54,999.45,13.35,0
28.92,91.74,996.04,7.59,1
39.82,42.89,1009.59,24.31,0
24.2,66.86,999.59,21.16,0
32.77,63.77,1019.36,14.93,0
35.69,47.58,1015.18,10.94,0
25.37,54.5,1000.93,26.2,0
22.74,40.58,1006.41,14.99,0
24.67,73.1,1008.35,20.52,0
29.25,68.96,1003.77,25.53,1
37.31,62.2,1002.4,25.38,1
38.07,81.04,993.7,17.94,1
34.72,70.71,1005.16,29.64,0
38.53,52.58,1002.4,13.44,1
24.13,58.54,1006.82,8.22,0
28.36,61.98,1016.38,19.98,0
35.4,94.02,1012.28,13.88,1
31.77,97.88,1002.58,25.39,1
39.0,95.22,1005.47,2.47,0
34.97,48.45,994.66,19.73,1
25.58,70.04,993.2,5.52,0
32.75,73.02,1005.2,28.6,0
20.44,73.94,1014.08,14.99,0
22.56,82.59,1010.34,3.9,0
28.7,80.56,998.69,17.34,1
33.37,68.53,1010.01,15.34,0
21.67,65.99,1001.34,8.53,0
20.49,48.64,990.7,23.79,0
34.96,90.09,1011.61,27.42,1
27.75,89.94,1005.98,15.32,0
20.07,91.4,1001.03,21.82,1
21.61,79.53,1019.42,29.96,0
28.53,41.87,1014.87,17.44,0
29.83,59.31,1006.11,15.18,0
20.68,40.7,1012.71,16.09,0
32.77,51.38,1001.29,14.45,1
24.94,74.38,990.48,7.12,0
27.43,69.09,996.9,17.97,0
39.21,40.29,1009.87,18.7,0
39.11,73.2,1009.84,28.41,0
29.12,58.7,993.43,14.5,1
27.22,52.58,1007.82,20.16,0
28.0,63.3,1003.05,18.96,0
24.04,95.66,1012.52,29.04,0
33.67,45.68,992.46,28.92,1
27.61,47.26,1014.06,24.25,0
26.3,44.38,991.82,10.43,0
23.39,71.27,996.39,24.47,0
37.37,85.77,1015.04,9.28,0
39.52,48.59,991.35,24.91,1
29.94,73.81,1013.31,11.65,0
38.88,60.22,1006.26,25.98,0
32.51,68.79,1010.11,7.03,0
39.97,70.95,1005.79,20.0,0
22.99,71.22,1002.44,11.48,0
21.27,85.25,1008.4,16.6,0
35.34,88.68,1014.61,24.49,1
27.79,98.61,1015.81,20.86,0
26.44,42.55,1004.03,14.42,0
20.81,61.99,1009.26,26.67,0
23.32,85.04,1008.62,18.93,0
29.81,59.4,1006.36,27.98,0
35.54,70.51,995.21,4.93,0
36.83,80.38,999.01,3.41,1
35.38,69.96,1004.23,18.72,1
38.33,41.15,993.58,22.83,1
38.79,45.61,1009.31,9.6,0
26.3,70.07,1013.2,3.62,0
24.45,82.53,1018.71,21.45,0
25.31,45.18,1009.15,29.6,0
36.48,41.09,1002.77,15.67,1
26.19,56.23,1005.42,24.08,0
23.56,54.35,1002.64,19.93,0
34.32,62.17,1008.24,13.3,0
25.78,85.19,995.66,9.55,0
20.86,60.19,1005.91,15.07,0
30.6,86.77,1019.44,9.83,0
29.92,61.94,1000.32,10.59,0
30.78,96.17,1006.46,29.03,1
37.72,56.37,1013.01,6.24,0
37.41,97.03,1006.7,18.6,1
33.19,80.68,1016.33,29.12,1
39.67,66.54,995.13,29.12,1
28.32,41.93,996.12,8.63,0
32.92,90.34,1002.59,18.34,1
27.04,82.77,1008.38,8.82,0
33.64,58.07,1011.57,4.95,0
37.44,65.99,998.82,23.68,1
35.35,74.06,1006.87,21.89,0
24.48,85.87,998.08,11.8,0
33.0,70.44,991.34,28.03,1
39.37,77.98,1004.23,4.73,1
24.75,55.78,1013.37,6.87,0
22.93,51.56,1015.91,3.72,0
30.69,42.68,998.26,28.45,1
23.46,69.81,1009.25,16.74,0
24.43,80.24,1017.04,8.04,0
26.07,52.94,1012.2,5.81,0
29.99,41.52,995.75,5.03,0
24.2,73.7,1018.93,15.28,0
21.0,53.66,1012.05,8.27,0
36.93,92.33,1014.35,13.42,1
39.15,64.96,997.08,13.89,1
30.82,95.06,1017.29,8.95,0
36.85,98.92,992.77,19.51,1
34.88,85.89,1001.72,18.2,1
25.58,77.77,1017.09,6.89,0
37.63,87.03,1018.85,19.8,1
37.13,64.09,992.36,18.24,1
33.76,46.96,1005.57,17.95,0
25.8,89.11,1013.4,10.71,0
37.94,47.55,998.02,14.28,1
38.84,45.11,993.79,3.86,0
23.32,49.31,1009.39,17.48,0
31.67,50.62,1011.54,5.93,0
38.66,69.49,1008.01,28.24,0
37.74,99.23,1004.03,28.62,1
29.11,60.47,995.56,22.35,1
25.22,46.55,1012.06,15.39,0
23.01,83.2,1000.17,26.71,1
29.97,75.81,995.0,11.77,1
38.39,80.17,1000.53,17.96,1
23.88,92.82,995.66,29.78,1
31.53,45.59,992.87,22.92,1
31.31,83.35,997.66,25.77,1
36.74,45.34,1017.19,2.43,0
39.79,87.17,993.79,27.94,1
38.54,75.74,1008.32,18.77,1
37.73,94.11,991.9,5.98,1
31.62,46.18,1019.13,19.84,0
33.73,84.44,990.14,7.51,1
33.52,72.87,1001.03,17.02,1
27.65,99.6,999.97,12.97,1
30.26,88.28,1005.99,23.98,1
25.53,92.49,990.71,13.93,1
33.56,57.16,991.84,11.65,0
25.52,84.11,1017.22,13.99,0
26.56,57.27,1014.87,23.92,0
26.65,90.37,992.4,27.77,1
23.4,52.19,1002.55,9.0,0
38.62,72.11,1006.99,14.01,0
27.22,46.3,1007.85,17.23,0
28.59,75.41,994.41,15.76,1
26.21,58.38,1019.43,29.17,0
38.65,42.58,993.09,22.62,1
39.41,62.67,1010.21,28.75,0
35.2,96.91,1011.22,8.49,0
39.19,71.12,998.87,19.06,1
29.3,90.82,993.36,15.97,1
35.33,66.04,1016.05,16.21,0
37.63,65.75,1000.06,14.36,1
32.44,74.1,1010.76,21.62,0
29.53,76.94,1008.76,16.42,1
37.0,81.0,990.99,12.96,1
37.88,59.98,1015.26,14.78,0
35.95,41.83,1000.81,9.82,0
21.39,45.78,1019.6,6.68,0
35.6,54.7,997.51,26.35,1
28.89,57.99,991.65,23.6,1
22.21,47.86,999.52,10.93,0
39.92,60.04,1009.95,29.77,0
20.17,74.13,1002.03,14.9,0
33.41,94.58,1004.94,25.32,1
24.45,49.29,1008.31,6.5,0
37.66,93.82,1006.83,23.73,1
34.97,54.13,1008.92,5.79,0
35.58,87.64,994.57,15.7,1
25.51,47.07,1012.4,28.1,0
21.92,59.31,1008.56,17.54,0
34.71,77.7,990.74,12.99,1
20.41,90.35,1012.05,5.96,0
35.82,50.37,1006.59,16.28,0
23.71,60.36,1004.92,9.11,0
31.92,94.03,1014.17,19.25,1
21.0,40.58,998.4,21.46,0
39.12,53.04,1018.2,9.66,0
28.24,43.39,997.97,23.77,1
31.98,80.9,1010.07,18.15,1
20.59,93.53,1003.55,17.52,1
37.76,74.3,999.12,29.04,1
35.12,66.41,991.35,15.45,1
38.95,43.72,1018.81,4.83,0
21.86,45.02,1004.73,29.63,0
34.46,52.93,995.88,21.57,1
27.76,88.23,1019.83,19.91,0
28.33,45.42,1009.24,2.34,0
26.16,62.71,1012.97,9.19,0
39.48,66.32,994.43,13.93,1
30.75,55.6,1019.39,21.11,0
30.27,64.29,991.23,6.27,0
23.04,80.2,1008.34,2.66,0
25.69,70.3,996.41,8.14,0
24.9,42.75,1013.99,13.01,0
36.35,89.23,997.6,5.61,1
26.51,65.31,1018.47,13.63,0
21.99,84.79,995.73,8.73,0
33.82,54.96,997.8,16.27,1
30.82,65.85,1006.43,20.68,0
26.56,92.69,1008.18,9.99,0
24.78,71.1,997.13,7.62,0
30.15,44.3,993.04,14.73,1
36.53,71.94,1004.65,19.18,1
30.23,66.39,991.37,13.5,1
30.65,89.5,1019.98,21.72,1
32.95,54.04,990.34,10.73,0
33.22,52.16,999.57,20.67,1
31.93,87.15,1003.66,26.75,1
26.01,89.79,996.13,2.82,0
29.26,56.02,1006.94,19.87,0
25.58,92.76,998.06,11.93,0
22.81,95.6,1014.03,29.93,0
36.13,70.96,1005.69,2.66,0
32.03,84.78,995.8,4.78,1
33.26,82.9,1001.93,10.33,1
23.1,71.58,1001.47,8.17,0
29.1,69.1,1003.64,19.58,1
28.58,62.61,1014.27,14.82,0
33.86,57.68,1019.44,22.18,0
24.53,59.76,995.11,14.35,0
28.75,42.31,999.26,10.35,0
22.86,65.99,995.94,14.99,0
27.38,97.44,1019.08,16.79,0
31.32,68.91,991.78,7.82,0
30.2,79.76,1003.15,16.29,1
24.4,43.84,1004.04,15.23,0
